getter,peers,micros,payload,rcv_flag,delay
1,2,10,32,0,456
1,2,10,32,0,483
1,2,10,32,0,598
1,2,10,32,0,605
1,2,10,32,0,606
1,2,10,32,0,613
1,2,10,32,0,185
1,2,10,32,0,602
1,2,10,32,0,584
1,2,10,32,0,592
1,2,10,32,0,584
1,2,10,32,0,604
1,2,10,32,0,445
1,2,10,32,0,465
1,2,10,32,0,574
1,2,10,32,0,581
1,2,10,32,0,332
1,2,10,32,0,412
1,2,10,32,0,614
1,2,10,32,0,622
1,2,10,32,0,446
1,2,10,32,0,468
1,2,10,32,0,600
1,2,10,32,0,608
1,2,10,32,0,428
1,2,10,32,0,456
1,2,10,32,0,196
1,2,10,32,0,496
1,2,10,32,0,594
1,2,10,32,0,602
1,2,10,32,0,570
1,2,10,32,0,579
1,2,10,32,0,593
1,2,10,32,0,621
1,2,10,32,0,179
1,2,10,32,0,608
1,2,10,32,0,596
1,2,10,32,0,603
1,2,10,32,0,604
1,2,10,32,0,622
1,2,10,32,0,604
1,2,10,32,0,612
1,2,10,32,0,643
1,2,10,32,0,651
1,2,10,32,0,613
1,2,10,32,0,632
1,2,10,32,0,625
1,2,10,32,0,633
1,2,10,32,0,628
1,2,10,32,0,636
1,2,10,32,0,168
1,2,10,32,0,502
1,2,10,32,0,573
1,2,10,32,0,587
1,2,10,32,0,161
1,2,10,32,0,636
1,2,10,32,0,546
1,2,10,32,0,567
1,2,10,32,0,194
1,2,10,32,0,614
1,2,10,32,0,360
1,2,10,32,0,428
1,2,10,32,0,593
1,2,10,32,0,609
1,2,10,32,0,398
1,2,10,32,0,514
1,2,10,32,0,428
1,2,10,32,0,455
1,2,10,32,0,632
1,2,10,32,0,641
1,2,10,32,0,198
1,2,10,32,0,490
1,2,10,32,0,618
1,2,10,32,0,625
1,2,10,32,0,195
1,2,10,32,0,618
1,2,10,32,0,466
1,2,10,32,0,498
1,2,10,32,0,613
1,2,10,32,0,619
1,2,10,32,0,307
1,2,10,32,0,315
1,2,10,32,0,174
1,2,10,32,0,584
1,2,10,32,0,471
1,2,10,32,0,478
1,2,10,32,0,362
1,2,10,32,0,431
1,2,10,32,0,573
1,2,10,32,0,580
1,2,10,32,0,597
1,2,10,32,0,603
1,2,10,32,0,572
1,2,10,32,0,580
1,2,10,32,0,502
1,2,10,32,0,531
1,2,10,32,0,615
1,2,10,32,0,622
1,2,10,32,0,596
1,2,10,32,0,604
1,2,10,32,0,624
1,2,10,32,0,631
1,2,10,32,0,621
1,2,10,32,0,628
1,2,10,32,0,501
1,2,10,32,0,523
1,2,10,32,0,638
1,2,10,32,0,646
1,2,10,32,0,430
1,2,10,32,0,457
1,2,10,32,0,183
1,2,10,32,0,617
1,2,10,32,0,625
1,2,10,32,0,635
1,2,10,32,0,598
1,2,10,32,0,620
1,2,10,32,0,612
1,2,10,32,0,622
1,2,10,32,0,621
1,2,10,32,0,628
1,2,10,32,0,621
1,2,10,32,0,628
1,2,10,32,0,605
1,2,10,32,0,627
1,2,10,32,0,520
1,2,10,32,0,533
1,2,10,32,0,625
1,2,10,32,0,631
1,2,10,32,0,632
1,2,10,32,0,643
1,2,10,32,0,625
1,2,10,32,0,634
1,2,10,32,0,601
1,2,10,32,0,624
1,2,10,32,0,528
1,2,10,32,0,541
1,2,10,32,0,506
1,2,10,32,0,526
1,2,10,32,0,622
1,2,10,32,0,629
1,2,10,32,0,561
1,2,10,32,0,568
1,2,10,32,0,527
1,2,10,32,0,544
1,2,10,32,0,599
1,2,10,32,0,615
1,2,10,32,0,606
1,2,10,32,0,612
1,2,10,32,0,189
1,2,10,32,0,464
1,2,10,32,0,475
1,2,10,32,0,504
1,2,10,32,0,526
1,2,10,32,0,533
1,2,10,32,0,510
1,2,10,32,0,538
1,2,10,32,0,624
1,2,10,32,0,641
1,2,10,32,0,630
1,2,10,32,0,639
1,2,10,32,0,605
1,2,10,32,0,631
1,2,10,32,0,457
1,2,10,32,0,485
1,2,10,32,0,372
1,2,10,32,0,442
1,2,10,32,0,629
1,2,10,32,0,645
1,2,10,32,0,437
1,2,10,32,0,465
1,2,10,32,0,195
1,2,10,32,0,630
1,2,10,32,0,590
1,2,10,32,0,599
1,2,10,32,0,601
1,2,10,32,0,608
1,2,10,32,0,590
1,2,10,32,0,605
1,2,10,32,0,197
1,2,10,32,0,281
1,2,10,32,0,488
1,2,10,32,0,513
1,2,10,32,0,625
1,2,10,32,0,633
1,2,10,32,0,571
1,2,10,32,0,579
1,2,10,32,0,608
1,2,10,32,0,616
1,2,10,32,0,629
1,2,10,32,0,637
1,2,10,32,0,489
1,2,10,32,0,499
1,2,10,32,0,479
1,2,10,32,0,510
1,2,10,32,0,578
1,2,10,32,0,597
1,2,10,32,0,494
1,2,10,32,0,518
1,2,10,32,0,594
1,2,10,32,0,602
1,2,10,32,0,588
1,2,10,32,0,596
1,2,10,32,0,488
1,2,10,32,0,519
1,2,10,32,0,177
1,2,10,32,0,619
1,2,10,32,0,580
1,2,10,32,0,587
1,2,10,32,0,453
1,2,10,32,0,477
1,2,10,32,0,450
1,2,10,32,0,459
1,2,10,32,0,547
1,2,10,32,0,573
1,2,10,32,0,563
1,2,10,32,0,581
1,2,10,32,0,364
1,2,10,32,0,434
1,2,10,32,0,582
1,2,10,32,0,590
1,2,10,32,0,573
1,2,10,32,0,586
1,2,10,32,0,569
1,2,10,32,0,575
1,2,10,32,0,454
1,2,10,32,0,472
1,2,10,32,0,567
1,2,10,32,0,573
1,2,10,32,0,558
1,2,10,32,0,565
1,2,10,32,0,608
1,2,10,32,0,622
1,2,10,32,0,662
1,2,10,32,0,675
1,2,10,32,0,568
1,2,10,32,0,576
1,2,10,32,0,566
1,2,10,32,0,572
1,2,10,32,0,595
1,2,10,32,0,604
1,2,10,32,0,559
1,2,10,32,0,578
1,2,10,32,0,492
1,2,10,32,0,509
1,2,10,32,0,445
1,2,10,32,0,475
1,2,10,32,0,161
1,2,10,32,0,567
1,2,10,32,0,571
1,2,10,32,0,594
1,2,10,32,0,589
1,2,10,32,0,595
1,2,10,32,0,464
1,2,10,32,0,485
1,2,10,32,0,572
1,2,10,32,0,580
1,2,10,32,0,599
1,2,10,32,0,606
1,2,10,32,0,466
1,2,10,32,0,491
1,2,10,32,0,157
1,2,10,32,0,644
1,2,10,32,0,572
1,2,10,32,0,578
1,2,10,32,0,457
1,2,10,32,0,469
1,2,10,32,0,586
1,2,10,32,0,595
1,2,10,32,0,584
1,2,10,32,0,592
1,2,10,32,0,597
1,2,10,32,0,604
1,2,10,32,0,591
1,2,10,32,0,603
1,2,10,32,0,567
1,2,10,32,0,573
1,2,10,32,0,558
1,2,10,32,0,577
1,2,10,32,0,589
1,2,10,32,0,598
1,2,10,32,0,454
1,2,10,32,0,467
1,2,10,32,0,602
1,2,10,32,0,609
1,2,10,32,0,462
1,2,10,32,0,480
1,2,10,32,0,617
1,2,10,32,0,629
1,2,10,32,0,457
1,2,10,32,0,484
1,2,10,32,0,582
1,2,10,32,0,600
1,2,10,32,0,479
1,2,10,32,0,494
1,2,10,32,0,590
1,2,10,32,0,597
1,2,10,32,0,444
1,2,10,32,0,461
1,2,10,32,0,568
1,2,10,32,0,574
1,2,10,32,0,439
1,2,10,32,0,464
1,2,10,32,0,549
1,2,10,32,0,556
1,2,10,32,0,579
1,2,10,32,0,586
1,2,10,32,0,591
1,2,10,32,0,599
1,2,10,32,0,587
1,2,10,32,0,601
1,2,10,32,0,599
1,2,10,32,0,606
1,2,10,32,0,566
1,2,10,32,0,575
1,2,10,32,0,445
1,2,10,32,0,472
1,2,10,32,0,448
1,2,10,32,0,466
1,2,10,32,0,447
1,2,10,32,0,466
1,2,10,32,0,452
1,2,10,32,0,481
1,2,10,32,0,561
1,2,10,32,0,569
1,2,10,32,0,590
1,2,10,32,0,600
1,2,10,32,0,552
1,2,10,32,0,564
1,2,10,32,0,457
1,2,10,32,0,477
1,2,10,32,0,604
1,2,10,32,0,611
1,2,10,32,0,458
1,2,10,32,0,490
1,2,10,32,0,559
1,2,10,32,0,568
1,2,10,32,0,470
1,2,10,32,0,498
1,2,10,32,0,446
1,2,10,32,0,476
1,2,10,32,0,145
1,2,10,32,0,590
1,2,10,32,0,599
1,2,10,32,0,606
1,2,10,32,0,438
1,2,10,32,0,465
1,2,10,32,0,572
1,2,10,32,0,578
1,2,10,32,0,592
1,2,10,32,0,599
1,2,10,32,0,605
1,2,10,32,0,613
1,2,10,32,0,594
1,2,10,32,0,601
1,2,10,32,0,577
1,2,10,32,0,584
1,2,10,32,0,462
1,2,10,32,0,487
1,2,10,32,0,491
1,2,10,32,0,518
1,2,10,32,0,553
1,2,10,32,0,560
1,2,10,32,0,611
1,2,10,32,0,618
1,2,10,32,0,440
1,2,10,32,0,459
1,2,10,32,0,554
1,2,10,32,0,566
1,2,10,32,0,463
1,2,10,32,0,476
1,2,10,32,0,559
1,2,10,32,0,578
1,2,10,32,0,458
1,2,10,32,0,484
1,2,10,32,0,558
1,2,10,32,0,565
1,2,10,32,0,554
1,2,10,32,0,562
1,2,10,32,0,553
1,2,10,32,0,566
1,2,10,32,0,601
1,2,10,32,0,608
1,2,10,32,0,595
1,2,10,32,0,604
1,2,10,32,0,562
1,2,10,32,0,573
1,2,10,32,0,592
1,2,10,32,0,601
1,2,10,32,0,573
1,2,10,32,0,586
1,2,10,32,0,599
1,2,10,32,0,606
1,2,10,32,0,555
1,2,10,32,0,579
1,2,10,32,0,607
1,2,10,32,0,613
1,2,10,32,0,563
1,2,10,32,0,594
1,2,10,32,0,556
1,2,10,32,0,583
1,2,10,32,0,460
1,2,10,32,0,488
1,2,10,32,0,585
1,2,10,32,0,591
1,2,10,32,0,457
1,2,10,32,0,484
1,2,10,32,0,576
1,2,10,32,0,583
1,2,10,32,0,570
1,2,10,32,0,588
1,2,10,32,0,576
1,2,10,32,0,583
1,2,10,32,0,592
1,2,10,32,0,601
1,2,10,32,0,573
1,2,10,32,0,591
1,2,10,32,0,472
1,2,10,32,0,500
1,2,10,32,0,568
1,2,10,32,0,576
1,2,10,32,0,327
1,2,10,32,0,402
1,2,10,32,0,562
1,2,10,32,0,569
1,2,10,32,0,582
1,2,10,32,0,604
1,2,10,32,0,577
1,2,10,32,0,597
1,2,10,32,0,460
1,2,10,32,0,491
1,2,10,32,0,446
1,2,10,32,0,471
1,2,10,32,0,456
1,2,10,32,0,486
1,2,10,32,0,598
1,2,10,32,0,606
1,2,10,32,0,448
1,2,10,32,0,479
1,2,10,32,0,575
1,2,10,32,0,594
1,2,10,32,0,308
1,2,10,32,0,376
1,2,10,32,0,567
1,2,10,32,0,573
1,2,10,32,0,599
1,2,10,32,0,606
1,2,10,32,0,316
1,2,10,32,0,419
1,2,10,32,0,324
1,2,10,32,0,396
1,2,10,32,0,560
1,2,10,32,0,573
1,2,10,32,0,583
1,2,10,32,0,594
1,2,10,32,0,571
1,2,10,32,0,579
1,2,10,32,0,478
1,2,10,32,0,506
1,2,10,32,0,590
1,2,10,32,0,601
1,2,10,32,0,463
1,2,10,32,0,479
1,2,10,32,0,452
1,2,10,32,0,477
1,2,10,32,0,598
1,2,10,32,0,605
1,2,10,32,0,564
1,2,10,32,0,571
1,2,10,32,0,572
1,2,10,32,0,592
1,2,10,32,0,614
1,2,10,32,0,622
1,2,10,32,0,459
1,2,10,32,0,482
1,2,10,32,0,601
1,2,10,32,0,607
1,2,10,32,0,592
1,2,10,32,0,604
1,2,10,32,0,458
1,2,10,32,0,485
1,2,10,32,0,481
1,2,10,32,0,502
1,2,10,32,0,583
1,2,10,32,0,595
1,2,10,32,0,564
1,2,10,32,0,578
1,2,10,32,0,578
1,2,10,32,0,584
1,2,10,32,0,610
1,2,10,32,0,616
1,2,10,32,0,146
1,2,10,32,0,593
1,2,10,32,0,569
1,2,10,32,0,576
1,2,10,32,0,448
1,2,10,32,0,479
1,2,10,32,0,544
1,2,10,32,0,553
1,2,10,32,0,553
1,2,10,32,0,560
1,2,10,32,0,586
1,2,10,32,0,593
1,2,10,32,0,465
1,2,10,32,0,484
1,2,10,32,0,583
1,2,10,32,0,590
1,2,10,32,0,625
1,2,10,32,0,632
1,2,10,32,0,569
1,2,10,32,0,576
1,2,10,32,0,560
1,2,10,32,0,570
1,2,10,32,0,593
1,2,10,32,0,600
1,2,10,32,0,590
1,2,10,32,0,597
1,2,10,32,0,540
1,2,10,32,0,560
1,2,10,32,0,582
1,2,10,32,0,594
1,2,10,32,0,571
1,2,10,32,0,584
1,2,10,32,0,553
1,2,10,32,0,559
1,2,10,32,0,558
1,2,10,32,0,564
1,2,10,32,0,463
1,2,10,32,0,478
1,2,10,32,0,158
1,2,10,32,0,594
1,2,10,32,0,315
1,2,10,32,0,386
1,2,10,32,0,436
1,2,10,32,0,463
1,2,10,32,0,585
1,2,10,32,0,600
1,2,10,32,0,457
1,2,10,32,0,485
1,2,10,32,0,581
1,2,10,32,0,587
1,2,10,32,0,559
1,2,10,32,0,571
1,2,10,32,0,452
1,2,10,32,0,479
1,2,10,32,0,586
1,2,10,32,0,604
1,2,10,32,0,575
1,2,10,32,0,589
1,2,10,32,0,599
1,2,10,32,0,605
1,2,10,32,0,585
1,2,10,32,0,594
1,2,10,32,0,576
1,2,10,32,0,582
1,2,10,32,0,594
1,2,10,32,0,601
1,2,10,32,0,455
1,2,10,32,0,471
1,2,10,32,0,366
1,2,10,32,0,435
1,2,10,32,0,562
1,2,10,32,0,583
1,2,10,32,0,473
1,2,10,32,0,488
1,2,10,32,0,574
1,2,10,32,0,580
1,2,10,32,0,589
1,2,10,32,0,598
1,2,10,32,0,575
1,2,10,32,0,582
1,2,10,32,0,375
1,2,10,32,0,451
1,2,10,32,0,478
1,2,10,32,0,493
1,2,10,32,0,555
1,2,10,32,0,580
1,2,10,32,0,455
1,2,10,32,0,484
1,2,10,32,0,593
1,2,10,32,0,600
1,2,10,32,0,442
1,2,10,32,0,466
1,2,10,32,0,552
1,2,10,32,0,566
1,2,10,32,0,601
1,2,10,32,0,608
1,2,10,32,0,580
1,2,10,32,0,586
1,2,10,32,0,571
1,2,10,32,0,577
1,2,10,32,0,593
1,2,10,32,0,600
1,2,10,32,0,582
1,2,10,32,0,595
1,2,10,32,0,576
1,2,10,32,0,583
1,2,10,32,0,608
1,2,10,32,0,615
1,2,10,32,0,561
1,2,10,32,0,568
1,2,10,32,0,490
1,2,10,32,0,511
1,2,10,32,0,601
1,2,10,32,0,607
1,2,10,32,0,592
1,2,10,32,0,598
1,2,10,32,0,555
1,2,10,32,0,579
1,2,10,32,0,573
1,2,10,32,0,586
1,2,10,32,0,560
1,2,10,32,0,567
1,2,10,32,0,586
1,2,10,32,0,596
1,2,10,32,0,462
1,2,10,32,0,485
1,2,10,32,0,563
1,2,10,32,0,583
1,2,10,32,0,551
1,2,10,32,0,574
1,2,10,32,0,599
1,2,10,32,0,628
1,2,10,32,0,463
1,2,10,32,0,493
1,2,10,32,0,460
1,2,10,32,0,488
1,2,10,32,0,448
1,2,10,32,0,471
1,2,10,32,0,588
1,2,10,32,0,595
1,2,10,32,0,553
1,2,10,32,0,583
1,2,10,32,0,560
1,2,10,32,0,567
1,2,10,32,0,466
1,2,10,32,0,491
1,2,10,32,0,449
1,2,10,32,0,478
1,2,10,32,0,563
1,2,10,32,0,579
1,2,10,32,0,564
1,2,10,32,0,572
1,2,10,32,0,506
1,2,10,32,0,534
1,2,10,32,0,479
1,2,10,32,0,506
1,2,10,32,0,447
1,2,10,32,0,474
1,2,10,32,0,574
1,2,10,32,0,591
1,2,10,32,0,599
1,2,10,32,0,606
1,2,10,32,0,453
1,2,10,32,0,481
1,2,10,32,0,456
1,2,10,32,0,477
1,2,10,32,0,566
1,2,10,32,0,583
1,2,10,32,0,445
1,2,10,32,0,463
1,2,10,32,0,449
1,2,10,32,0,476
1,2,10,32,0,474
1,2,10,32,0,490
1,2,10,32,0,489
1,2,10,32,0,507
1,2,10,32,0,519
1,2,10,32,0,527
1,2,10,32,0,611
1,2,10,32,0,618
1,2,10,32,0,468
1,2,10,32,0,474
1,2,10,32,0,618
1,2,10,32,0,625
1,2,10,32,0,609
1,2,10,32,0,616
1,2,10,32,0,441
1,2,10,32,0,465
1,2,10,32,0,607
1,2,10,32,0,613
1,2,10,32,0,410
1,2,10,32,0,437
1,2,10,32,0,514
1,2,10,32,0,526
1,2,10,32,0,493
1,2,10,32,0,505
1,2,10,32,0,595
1,2,10,32,0,602
1,2,10,32,0,477
1,2,10,32,0,499
1,2,10,32,0,512
1,2,10,32,0,533
1,2,10,32,0,482
1,2,10,32,0,504
1,2,10,32,0,474
1,2,10,32,0,500
1,2,10,32,0,584
1,2,10,32,0,591
1,2,10,32,0,466
1,2,10,32,0,491
1,2,10,32,0,610
1,2,10,32,0,616
1,2,10,32,0,600
1,2,10,32,0,621
1,2,10,32,0,478
1,2,10,32,0,497
1,2,10,32,0,598
1,2,10,32,0,607
1,2,10,32,0,510
1,2,10,32,0,518
1,2,10,32,0,631
1,2,10,32,0,648
1,2,10,32,0,587
1,2,10,32,0,593
1,2,10,32,0,599
1,2,10,32,0,605
1,2,10,32,0,595
1,2,10,32,0,605
1,2,10,32,0,590
1,2,10,32,0,596
1,2,10,32,0,471
1,2,10,32,0,494
1,2,10,32,0,473
1,2,10,32,0,497
1,2,10,32,0,599
1,2,10,32,0,612
1,2,10,32,0,614
1,2,10,32,0,621
1,2,10,32,0,605
1,2,10,32,0,632
1,2,10,32,0,626
1,2,10,32,0,632
1,2,10,32,0,472
1,2,10,32,0,500
1,2,10,32,0,618
1,2,10,32,0,624
1,2,10,32,0,847
1,2,10,32,0,853
1,2,10,32,0,474
1,2,10,32,0,503
1,2,10,32,0,437
1,2,10,32,0,464
1,2,10,32,0,478
1,2,10,32,0,500
1,2,10,32,0,475
1,2,10,32,0,492
1,2,10,32,0,621
1,2,10,32,0,628
1,2,10,32,0,579
1,2,10,32,0,586
1,2,10,32,0,576
1,2,10,32,0,587
1,2,10,32,0,473
1,2,10,32,0,491
1,2,10,32,0,566
1,2,10,32,0,574
1,2,10,32,0,581
1,2,10,32,0,593
1,2,10,32,0,445
1,2,10,32,0,469
1,2,10,32,0,485
1,2,10,32,0,510
1,2,10,32,0,593
1,2,10,32,0,608
1,2,10,32,0,623
1,2,10,32,0,628
1,2,10,32,0,490
1,2,10,32,0,517
1,2,10,32,0,176
1,2,10,32,0,619
1,2,10,32,0,588
1,2,10,32,0,609
1,2,10,32,0,571
1,2,10,32,0,590
1,2,10,32,0,593
1,2,10,32,0,606
1,2,10,32,0,621
1,2,10,32,0,628
1,2,10,32,0,609
1,2,10,32,0,623
1,2,10,32,0,587
1,2,10,32,0,593
1,2,10,32,0,572
1,2,10,32,0,581
1,2,10,32,0,573
1,2,10,32,0,579
1,2,10,32,0,599
1,2,10,32,0,605
1,2,10,32,0,492
1,2,10,32,0,519
1,2,10,32,0,647
1,2,10,32,0,654
1,2,10,32,0,644
1,2,10,32,0,651
1,2,10,32,0,603
1,2,10,32,0,613
1,2,10,32,0,588
1,2,10,32,0,609
1,2,10,32,0,577
1,2,10,32,0,582
1,2,10,32,0,603
1,2,10,32,0,620
1,2,10,32,0,646
1,2,10,32,0,652
1,2,10,32,0,495
1,2,10,32,0,505
1,2,10,32,0,593
1,2,10,32,0,602
1,2,10,32,0,626
1,2,10,32,0,637
1,2,10,32,0,618
1,2,10,32,0,623
1,2,10,32,0,578
1,2,10,32,0,585
1,2,10,32,0,486
1,2,10,32,0,502
1,2,10,32,0,182
1,2,10,32,0,607
1,2,10,32,0,587
1,2,10,32,0,599
1,2,10,32,0,600
1,2,10,32,0,606
1,2,10,32,0,602
1,2,10,32,0,622
1,2,10,32,0,599
1,2,10,32,0,604
1,2,10,32,0,429
1,2,10,32,0,456
1,2,10,32,0,537
1,2,10,32,0,558
1,2,10,32,0,484
1,2,10,32,0,510
1,2,10,32,0,631
1,2,10,32,0,637
1,2,10,32,0,587
1,2,10,32,0,593
1,2,10,32,0,597
1,2,10,32,0,617
1,2,10,32,0,633
1,2,10,32,0,640
1,2,10,32,0,207
1,2,10,32,0,601
1,2,10,32,0,597
1,2,10,32,0,619
1,2,10,32,0,474
1,2,10,32,0,498
1,2,10,32,0,166
1,2,10,32,0,491
1,2,10,32,0,592
1,2,10,32,0,599
1,2,10,32,0,511
1,2,10,32,0,533
1,2,10,32,0,600
1,2,10,32,0,625
1,2,10,32,0,629
1,2,10,32,0,635
1,2,10,32,0,638
1,2,10,32,0,645
1,2,10,32,0,524
1,2,10,32,0,532
1,2,10,32,0,484
1,2,10,32,0,511
1,2,10,32,0,493
1,2,10,32,0,508
1,2,10,32,0,484
1,2,10,32,0,512
1,2,10,32,0,595
1,2,10,32,0,616
1,2,10,32,0,471
1,2,10,32,0,491
1,2,10,32,0,629
1,2,10,32,0,637
1,2,10,32,0,494
1,2,10,32,0,518
1,2,10,32,0,422
1,2,10,32,0,452
1,2,10,32,0,588
1,2,10,32,0,605
1,2,10,32,0,493
1,2,10,32,0,520
1,2,10,32,0,584
1,2,10,32,0,590
1,2,10,32,0,589
1,2,10,32,0,594
1,2,10,32,0,457
1,2,10,32,0,481
1,2,10,32,0,471
1,2,10,32,0,478
1,2,10,32,0,465
1,2,10,32,0,482
1,2,10,32,0,624
1,2,10,32,0,631
1,2,10,32,0,610
1,2,10,32,0,618
1,2,10,32,0,484
1,2,10,32,0,504
1,2,10,32,0,352
1,2,10,32,0,423
1,2,10,32,0,606
1,2,10,32,0,612
1,2,10,32,0,467
1,2,10,32,0,485
1,2,10,32,0,608
1,2,10,32,0,616
1,2,10,32,0,608
1,2,10,32,0,620
1,2,10,32,0,481
1,2,10,32,0,506
1,2,10,32,0,487
1,2,10,32,0,510
1,2,10,32,0,604
1,2,10,32,0,620
1,2,10,32,0,592
1,2,10,32,0,600
1,2,10,32,0,571
1,2,10,32,0,577
1,2,10,32,0,612
1,2,10,32,0,619
1,2,10,32,0,578
1,2,10,32,0,597
1,2,10,32,0,479
1,2,10,32,0,492
1,2,10,32,0,609
1,2,10,32,0,616
1,2,10,32,0,494
1,2,10,32,0,521
1,2,10,32,0,442
1,2,10,32,0,461
1,2,10,32,0,590
1,2,10,32,0,612
1,2,10,32,0,165
1,2,10,32,0,639
1,2,10,32,0,627
1,2,10,32,0,632
1,2,10,32,0,616
1,2,10,32,0,622
1,2,10,32,0,420
1,2,10,32,0,446
1,2,10,32,0,597
1,2,10,32,0,606
1,2,10,32,0,577
1,2,10,32,0,585
1,2,10,32,0,163
1,2,10,32,0,573
1,2,10,32,0,588
1,2,10,32,0,599
1,2,10,32,0,472
1,2,10,32,0,480
1,2,10,32,0,572
1,2,10,32,0,586
1,2,10,32,0,799
1,2,10,32,0,807
1,2,10,32,0,597
1,2,10,32,0,606
1,2,10,32,0,437
1,2,10,32,0,461
1,2,10,32,0,575
1,2,10,32,0,597
1,2,10,32,0,601
1,2,10,32,0,606
1,2,10,32,0,490
1,2,10,32,0,512
1,2,10,32,0,587
1,2,10,32,0,595
1,2,10,32,0,479
1,2,10,32,0,500
1,2,10,32,0,608
1,2,10,32,0,614
1,2,10,32,0,620
1,2,10,32,0,627
1,2,10,32,0,610
1,2,10,32,0,619
1,2,10,32,0,482
1,2,10,32,0,513
1,2,10,32,0,596
1,2,10,32,0,602
1,2,10,32,0,472
1,2,10,32,0,497
1,2,10,32,0,572
1,2,10,32,0,578
1,2,10,32,0,616
1,2,10,32,0,631
1,2,10,32,0,609
1,2,10,32,0,616
1,2,10,32,0,360
1,2,10,32,0,504
1,2,10,32,0,492
1,2,10,32,0,499
1,2,10,32,0,470
1,2,10,32,0,494
1,2,10,32,0,360
1,2,10,32,0,433
1,2,10,32,0,163
1,2,10,32,0,604
1,2,10,32,0,579
1,2,10,32,0,586
1,2,10,32,0,484
1,2,10,32,0,511
1,2,10,32,0,452
1,2,10,32,0,477
1,2,10,32,0,818
1,2,10,32,0,824
1,2,10,32,0,597
1,2,10,32,0,615
1,2,10,32,0,326
1,2,10,32,0,445
1,2,10,32,0,487
1,2,10,32,0,514
1,2,10,32,0,485
1,2,10,32,0,508
1,2,10,32,0,602
1,2,10,32,0,610
1,2,10,32,0,588
1,2,10,32,0,596
1,2,10,32,0,662
1,2,10,32,0,675
1,2,10,32,0,834
1,2,10,32,0,841
1,2,10,32,0,642
1,2,10,32,0,651
1,2,10,32,0,510
1,2,10,32,0,522
1,2,10,32,0,656
1,2,10,32,0,663
1,2,10,32,0,621
1,2,10,32,0,627
1,2,10,32,0,605
1,2,10,32,0,611
1,2,10,32,0,580
1,2,10,32,0,587
1,2,10,32,0,484
1,2,10,32,0,490
1,2,10,32,0,594
1,2,10,32,0,600
1,2,10,32,0,423
1,2,10,32,0,450
1,2,10,32,0,472
1,2,10,32,0,498
1,2,10,32,0,460
1,2,10,32,0,469
1,2,10,32,0,464
1,2,10,32,0,485
1,2,10,32,0,497
1,2,10,32,0,504
1,2,10,32,0,471
1,2,10,32,0,480
1,2,10,32,0,574
1,2,10,32,0,581
1,2,10,32,0,326
1,2,10,32,0,405
1,2,10,32,0,472
1,2,10,32,0,498
1,2,10,32,0,171
1,2,10,32,0,586
1,2,10,32,0,602
1,2,10,32,0,609
1,2,10,32,0,595
1,2,10,32,0,602
1,2,10,32,0,478
1,2,10,32,0,500
1,2,10,32,0,490
1,2,10,32,0,503
1,2,10,32,0,619
1,2,10,32,0,625
1,2,10,32,0,177
1,2,10,32,0,594
1,2,10,32,0,622
1,2,10,32,0,629
1,2,10,32,0,593
1,2,10,32,0,600
1,2,10,32,0,588
1,2,10,32,0,608
1,2,10,32,0,505
1,2,10,32,0,526
1,2,10,32,0,473
1,2,10,32,0,494
1,2,10,32,0,555
1,2,10,32,0,562
1,2,10,32,0,555
1,2,10,32,0,562
1,2,10,32,0,457
1,2,10,32,0,478
1,2,10,32,0,448
1,2,10,32,0,474
1,2,10,32,0,153
1,2,10,32,0,489
1,2,10,32,0,561
1,2,10,32,0,568
1,2,10,32,0,468
1,2,10,32,0,495
1,2,10,32,0,457
1,2,10,32,0,477
1,2,10,32,0,581
1,2,10,32,0,588
1,2,10,32,0,450
1,2,10,32,0,457
1,2,10,32,0,445
1,2,10,32,0,472
1,2,10,32,0,464
1,2,10,32,0,485
1,2,10,32,0,451
1,2,10,32,0,464
1,2,10,32,0,578
1,2,10,32,0,584
1,2,10,32,0,602
1,2,10,32,0,611
1,2,10,32,0,583
1,2,10,32,0,593
1,2,10,32,0,559
1,2,10,32,0,586
1,2,10,32,0,466
1,2,10,32,0,495
1,2,10,32,0,560
1,2,10,32,0,572
1,2,10,32,0,559
1,2,10,32,0,565
1,2,10,32,0,589
1,2,10,32,0,596
1,2,10,32,0,567
1,2,10,32,0,584
1,2,10,32,0,603
1,2,10,32,0,609
1,2,10,32,0,606
1,2,10,32,0,613
1,2,10,32,0,567
1,2,10,32,0,573
1,2,10,32,0,440
1,2,10,32,0,462
1,2,10,32,0,458
1,2,10,32,0,484
1,2,10,32,0,448
1,2,10,32,0,463
1,2,10,32,0,643
1,2,10,32,0,663
1,2,10,32,0,546
1,2,10,32,0,552
1,2,10,32,0,551
1,2,10,32,0,558
1,2,10,32,0,581
1,2,10,32,0,593
1,2,10,32,0,574
1,2,10,32,0,580
1,2,10,32,0,586
1,2,10,32,0,592
1,2,10,32,0,567
1,2,10,32,0,573
1,2,10,32,0,584
1,2,10,32,0,590
1,2,10,32,0,447
1,2,10,32,0,474
1,2,10,32,0,614
1,2,10,32,0,621
1,2,10,32,0,448
1,2,10,32,0,475
1,2,10,32,0,562
1,2,10,32,0,570
1,2,10,32,0,551
1,2,10,32,0,558
1,2,10,32,0,464
1,2,10,32,0,481
1,2,10,32,0,591
1,2,10,32,0,596
1,2,10,32,0,592
1,2,10,32,0,600
